,MIA,SAS,CHA,LAC,BKN,IND,NOP,DAL,HOU,MEM,DEN,UTA,LAL,CHI,BOS,WAS,MIL,OKC,ORL,GSW,TOR,SAC,POR,CLE,DET,PHI,MIN,NYK,PHX,ATL,CJ McCollum_in,CJ McCollum_not_in,Nikola Jokic_in,Nikola Jokic_not_in,Carmelo Anthony_in,Carmelo Anthony_not_in,Isaiah Thomas_in,Isaiah Thomas_not_in,Jamal Murray_in,Jamal Murray_not_in,Jrue Holiday_in,Jrue Holiday_not_in,Hassan Whiteside_in,Hassan Whiteside_not_in,Stephen Curry_in,Stephen Curry_not_in,Blake Griffin_in,Blake Griffin_not_in,Klay Thompson_in,Klay Thompson_not_in,Aaron Gordon_in,Aaron Gordon_not_in,JJ Redick_in,JJ Redick_not_in,Bojan Bogdanovic_in,Bojan Bogdanovic_not_in,Brook Lopez_in,Brook Lopez_not_in,Kemba Walker_in,Kemba Walker_not_in,DeMarcus Cousins_in,DeMarcus Cousins_not_in,Dario Saric_in,Dario Saric_not_in,Damian Lillard_in,Damian Lillard_not_in,Kyrie Irving_in,Kyrie Irving_not_in,Russell Westbrook_in,Russell Westbrook_not_in,DeMar DeRozan_in,DeMar DeRozan_not_in,Marc Gasol_in,Marc Gasol_not_in,John Wall_in,John Wall_not_in,Jordan Clarkson_in,Jordan Clarkson_not_in,Andre Drummond_in,Andre Drummond_not_in,LeBron James_in,LeBron James_not_in,Kristaps Porzingis_in,Kristaps Porzingis_not_in,Jeff Teague_in,Jeff Teague_not_in,LaMarcus Aldridge_in,LaMarcus Aldridge_not_in,Anthony Davis_in,Anthony Davis_not_in,Paul George_in,Paul George_not_in,Giannis Antetokounmpo_in,Giannis Antetokounmpo_not_in,Karl-Anthony Towns_in,Karl-Anthony Towns_not_in,Chris Paul_in,Chris Paul_not_in,Serge Ibaka_in,Serge Ibaka_not_in,James Harden_in,James Harden_not_in,Tim Hardaway Jr._in,Tim Hardaway Jr._not_in,Dennis Schroder_in,Dennis Schroder_not_in,Devin Booker_in,Devin Booker_not_in,Dwight Howard_in,Dwight Howard_not_in,Tobias Harris_in,Tobias Harris_not_in,Eric Bledsoe_in,Eric Bledsoe_not_in,Julius Randle_in,Julius Randle_not_in,Goran Dragic_in,Goran Dragic_not_in,Harrison Barnes_in,Harrison Barnes_not_in,Otto Porter Jr._in,Otto Porter Jr._not_in,Bradley Beal_in,Bradley Beal_not_in,Jimmy Butler_in,Jimmy Butler_not_in,Kevin Love_in,Kevin Love_not_in,Nikola Vucevic_in,Nikola Vucevic_not_in,Victor Oladipo_in,Victor Oladipo_not_in,Lou Williams_in,Lou Williams_not_in,TJ Warren_in,TJ Warren_not_in,Eric Gordon_in,Eric Gordon_not_in,Andrew Wiggins_in,Andrew Wiggins_not_in,Kyle Lowry_in,Kyle Lowry_not_in,Kevin Durant_in,Kevin Durant_not_in,Myles Turner_in,Myles Turner_not_in,Kawhi Leonard_in,Kawhi Leonard_not_in,Evan Fournier_in,Evan Fournier_not_in,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,OCT,NOV,DEC,JAN,FEB,MAR,APR,Continuous Win,Continuous Loss,Start Date,Christmas,label
504,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,26.0,,22.0,,18.0,,28.0,,8.0,,1.0,,,,24.0,0.0,,,23.0,,21.0,10.0,,,,,,,,,,,,,34.0,,26.0,,,,,,,,,,,,,,16.0,,0.0,,14.0,,,,36.0,,10.0,,,,,20.0,,,13.0,,,,,,,,39.0,,,,,,17.0,,,,,,,,,,,,,,15.0,,15.0,,,,,,12.0,,,,,,,,25.0,,9.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,6,0,False,False,21838
505,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,26.0,22.0,,,18.0,,28.0,8.0,,,1.0,,,,24.0,,0.0,,23.0,21.0,,,10.0,,,,,,,,,,,,34.0,,26.0,,,,,,,,,,,,,,16.0,,0.0,,14.0,,,,36.0,,10.0,,,,,,20.0,13.0,,,,,,,,,39.0,,,,,,17.0,,,,,,,,,,,,,,15.0,15.0,,,,,,,12.0,,,,,,,,25.0,,9.0,,,0.0,,1.0,,,,,,,,,,1.0,,,,1,1,False,False,10163
506,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,26.0,,22.0,,18.0,,28.0,,8.0,,1.0,,,,24.0,,0.0,,23.0,,21.0,,10.0,,,,,,,,,,,,34.0,,26.0,,,,,,,,,,,,,,16.0,,0.0,,14.0,,,,36.0,,10.0,,,,,,20.0,,13.0,,,,,,,,39.0,,,,,,17.0,,,,,,,,,,,,,,15.0,,15.0,,,,,,12.0,,,,,,,,25.0,,9.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,3,2,False,False,20415
507,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,26.0,,,22.0,,18.0,,28.0,,8.0,,1.0,,,,24.0,,0.0,,23.0,,21.0,,10.0,,,,,,,,,,,34.0,,,26.0,,,,,,,,,,,,,,16.0,,0.0,,14.0,,,,36.0,,10.0,,,,,,20.0,,13.0,,,,,,,,39.0,,,,,,17.0,,,,,,,,,,,,,,15.0,,15.0,,,,,,12.0,,,,,,,,25.0,,9.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,1,1,False,False,12288
508,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,26.0,,22.0,,18.0,,28.0,,8.0,,1.0,,,,24.0,,0.0,,23.0,,21.0,,10.0,,,,,,,,,,,,34.0,,26.0,,,,,,,,,,,,,,16.0,,0.0,,14.0,,,,36.0,,10.0,,,,,,20.0,,13.0,,,,,,,39.0,,,,,,17.0,,,,,,,,,,,,,,,15.0,,15.0,,,,,12.0,,,,,,,,,25.0,,9.0,,,,0.0,1.0,,,,,,,,,,1.0,,,,2,0,False,False,11823
509,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,0.0,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,23.0,,,,,,16.0,,,,,,,,,,13.0,,,,,,,,18.0,,,,,,22.0,,,,,,,,,,,,,,2.0,,,13.0,,,,,,,,,,,,,,,26.0,,,,24.0,,19.0,,16.0,,,,,,38.0,,,,1.0,,,,,,,,,1.0,,,,1,1,False,False,23052
510,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,30.0,,,,,,0.0,,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,23.0,,,,,16.0,,,,,,,,,,,13.0,,,,,,,,18.0,,,,,,22.0,,,,,,,,,,,,,2.0,,,,,13.0,,,,,,,,,,,,,26.0,,,,,24.0,,19.0,,16.0,,,,,,38.0,,,,1.0,,,,,,,,,1.0,,,,2,4,False,False,15236
511,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,30.0,,,,,,0.0,,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,23.0,,,,,,16.0,,,,,,,,,13.0,,,,,,,,18.0,,,,,,,22.0,,,,,,,,,,,,,,2.0,,,,13.0,,,,,,,,,,,,,,26.0,,,,24.0,19.0,,,16.0,,,,,38.0,,,,,1.0,,,,,,,,,1.0,,,,0,1,False,False,24168
512,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,30.0,,,,,,0.0,,,,,,,,,,,,,,,8.0,,0.0,,,,,,,,,,,,,,23.0,,,,,,,16.0,,,,,,,,,,13.0,,,,,,,,18.0,,,,,,22.0,,,,,,,,,,,,,,2.0,,,,13.0,,,,,,,,,,,,,,26.0,,,,24.0,,19.0,16.0,,,,,,,38.0,,,,1.0,,,,,,,,,1.0,,,,3,2,False,False,11563
513,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,12.0,,,,30.0,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,,17.0,,22.0,,,,24.0,,36.0,,,,24.0,,,15.0,,,,,0.0,,16.0,,,,16.0,,19.0,,23.0,,,,,,15.0,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,,0.0,,21.0,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,2,0,False,False,6239
514,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,12.0,,,,30.0,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,,17.0,,22.0,,,,24.0,,36.0,,,,24.0,,,,15.0,,,,0.0,16.0,,,,,16.0,19.0,,,23.0,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,,0.0,,21.0,18.0,,,,,0.0,,,1.0,,,,,,,,1.0,,,,1,2,False,False,9391
515,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,12.0,,,,30.0,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,,17.0,,22.0,,,,24.0,,36.0,,,,24.0,,,,15.0,,,,0.0,,16.0,,,,16.0,,19.0,23.0,,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,,0.0,,21.0,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,0,1,False,False,17294
516,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,12.0,,,30.0,,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,,17.0,,22.0,,,,24.0,,36.0,,,,24.0,,,,15.0,,,0.0,,,16.0,,,,16.0,,19.0,,23.0,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,,0.0,,21.0,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,0,2,False,False,23562
517,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,12.0,,,,30.0,,,,,,11.0,,,20.0,,,,26.0,,,4.0,,,,,,,,,,,,17.0,,22.0,,,24.0,,,36.0,,,,24.0,,,,15.0,,,,0.0,,16.0,,,,16.0,,19.0,,23.0,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,6.0,,,,,,,,,,,0.0,21.0,,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,4,1,False,False,49122
518,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,12.0,,,,,30.0,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,,17.0,22.0,,,,,24.0,,36.0,,,,24.0,,,,15.0,,,,0.0,,16.0,,,,16.0,,19.0,,23.0,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,,0.0,,21.0,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,2,2,False,False,6870
519,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,12.0,,,,30.0,,,,,,11.0,,,,20.0,,,,26.0,,4.0,,,,,,,,,,,17.0,,,22.0,,,,24.0,36.0,,,,,24.0,,,,15.0,,,,0.0,,16.0,,,,16.0,,19.0,,23.0,,,,,,15.0,,,,20.0,,28.0,,,,0.0,,23.0,,,,,,,,,,12.0,,25.0,,,,,,17.0,,6.0,,,,,,,,,0.0,,,21.0,,18.0,,,,0.0,,,1.0,,,,,,,,1.0,,,,4,0,False,False,21873
520,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,13.0,,,,5.0,,,,,,,,0.0,,,,,,20.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,20.0,,0.0,,,,29.0,,,,,,,,27.0,,8.0,,,,,,,,,,25.0,,,,,,31.0,,,,,20.0,,,,,,,,,3.0,,,,,,,,15.0,,,,10.0,,,,,,,,34.0,,,,,,1.0,,,,,,,1.0,,,,2,0,False,False,13456
521,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,29.0,,13.0,,,,5.0,,,,,,,0.0,,,,,,20.0,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,20.0,,0.0,,,,29.0,,,,,,,27.0,,8.0,,,,,,,,,,,25.0,,,,,,31.0,,,,,,20.0,,,,,,,,3.0,,,,,,,,15.0,,,10.0,,,,,,,,,34.0,,,,,,1.0,,,,,,,1.0,,,,7,2,False,False,18802
522,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,29.0,,13.0,,,,5.0,,,,,,,,0.0,,,,,,20.0,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,20.0,,,0.0,,,,29.0,,,,,,,,27.0,,8.0,,,,,,,,,25.0,,,,,,31.0,,,,,,,20.0,,,,,,,3.0,,,,,,,,15.0,,,,,10.0,,,,,,,,34.0,,,,,,1.0,,,,,,,1.0,,,,0,1,False,False,25723
523,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,29.0,13.0,,,,,5.0,,,,,,,,0.0,,,,,,20.0,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,20.0,0.0,,,,,29.0,,,,,,,,27.0,,8.0,,,,,,,,,,25.0,,,,,,31.0,,,,,,20.0,,,,,,,,3.0,,,,,,,,15.0,,,,10.0,,,,,,,,34.0,,,,,,1.0,,,,,,,1.0,,,,3,0,False,False,18371
524,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,11.0,,28.0,,,23.0,,25.0,,8.0,,21.0,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,,7.0,,,,15.0,,,,,,24.0,,,,,,,,24.0,,,,25.0,,,,24.0,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,0,4,False,False,7870
525,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,,23.0,,25.0,,8.0,,21.0,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,10.0,,13.0,,,,4.0,,,,,,,7.0,,,,15.0,,,,,24.0,,,,,,,,,24.0,,,,25.0,,,,24.0,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,0,2,False,False,11852
526,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,18.0,,,,,,,,,,,,,24.0,,,,14.0,,,,,,,11.0,,28.0,,23.0,,25.0,,8.0,,21.0,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,38.0,,,10.0,,13.0,,,,4.0,,,,,,7.0,,,,15.0,,,,,,24.0,,,,,,,,24.0,,,25.0,,,,,24.0,40.0,,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,5,0,False,False,53185
527,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,,23.0,,25.0,,8.0,,21.0,,,,,,25.0,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,7.0,,,,,15.0,,,,,,24.0,,,,,,,24.0,,,,,25.0,,,,24.0,,40.0,16.0,,,,,,,,,,1.0,,,,,,1.0,,,,2,5,False,False,16709
528,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,18.0,,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,,23.0,,25.0,8.0,,21.0,,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,,7.0,,,,15.0,,,,,,24.0,,,,,,,,24.0,,,,25.0,,,,24.0,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,2,3,False,False,30951
529,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,,23.0,25.0,,,8.0,,21.0,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,,7.0,,,,15.0,,,,,,24.0,,,,,,,,24.0,,,,25.0,,,,24.0,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,0,3,False,False,6810
530,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,23.0,,,25.0,,8.0,,21.0,,,,,25.0,,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,,7.0,,,,15.0,,,,,,24.0,,,,,,,,24.0,,,,25.0,,,24.0,,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,3,1,False,False,12496
531,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,24.0,,,,14.0,,,,,,11.0,,28.0,,23.0,,25.0,,8.0,,21.0,,,,,,25.0,,,,,,19.0,,,,,,,,22.0,,,,,,24.0,,32.0,,,,,,,,38.0,,10.0,,13.0,,,,4.0,,,,,,7.0,,,15.0,,,,,,,24.0,,,,,,,,24.0,,,,25.0,,,,24.0,,40.0,,16.0,,,,,,,,,1.0,,,,,,1.0,,,,2,1,False,False,16126
532,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,23.0,,23.0,,32.0,,,19.0,,3.0,,30.0,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,,15.0,,11.0,,,,,,21.0,,,,,,0.0,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,,18.0,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,4,0,False,False,7219
533,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,,19.0,,3.0,,30.0,,26.0,,,,,28.0,,,29.0,,,,13.0,,21.0,,15.0,,11.0,,,,,,21.0,,,,,,0.0,,,17.0,,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,,18.0,6.0,,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,1,1,False,False,12146
534,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,,19.0,,3.0,,30.0,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,,15.0,11.0,,,,,,21.0,,,,,,,0.0,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,,18.0,,6.0,,,,,,,15.0,,,,,,,,,,,1.0,,,,,1.0,,,,3,1,False,False,5663
535,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,0.0,,,,,,9.0,,,23.0,,23.0,,32.0,,19.0,,3.0,,30.0,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,,15.0,,11.0,,,,,,21.0,,,,,0.0,,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,,18.0,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,0,1,False,False,5297
536,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,16.0,,,34.0,,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,,19.0,,3.0,,30.0,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,15.0,,,11.0,,,,,,21.0,,,,,,0.0,,,,17.0,,9.0,,25.0,21.0,,,11.0,,19.0,22.0,,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,18.0,,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,0,2,False,False,19380
537,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,16.0,,,,,34.0,39.0,,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,,19.0,,3.0,30.0,,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,,15.0,,11.0,,,,,,21.0,,,,,,0.0,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,,0.0,,,,,,,,18.0,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,0,4,False,False,27444
538,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,19.0,,,3.0,,30.0,,26.0,,,,,,28.0,,29.0,,,,13.0,,21.0,,15.0,,11.0,,,,,,21.0,,,,,,0.0,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,19.0,,,0.0,,,,,,,,18.0,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,0,4,False,False,14895
539,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,16.0,,,,34.0,,39.0,,,,,,13.0,,,,0.0,,,,,,9.0,,23.0,,23.0,,32.0,,19.0,,3.0,,30.0,26.0,,,,,,,28.0,,29.0,,,,13.0,21.0,,,15.0,,11.0,,,,,,21.0,,,,,,0.0,,,,17.0,,9.0,,25.0,,21.0,,11.0,,19.0,,22.0,,,,32.0,,,,23.0,,8.0,,19.0,0.0,,,,,,,,,18.0,,6.0,,,,,,,,15.0,,,,,,,,,,1.0,,,,,1.0,,,,2,0,False,False,55304
540,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,19.0,,,,,,5.0,,,,,,,24.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,12.0,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,26.0,,,,,,23.0,,16.0,,,,19.0,,,,,,,,,,,,,,27.0,,4.0,,,27.0,,,24.0,,32.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1,0,False,False,16224
541,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,19.0,,,,,,5.0,,,,,24.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,12.0,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,26.0,,,,,,23.0,,16.0,,,,19.0,,,,,,,,,,,,,,27.0,,4.0,,,,27.0,,24.0,32.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,6,0,False,False,32543
542,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,5.0,,,,,,24.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,12.0,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,26.0,,,,,,23.0,16.0,,,,19.0,,,,,,,,,,,,,,27.0,,,4.0,,,,27.0,,24.0,,32.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1,2,False,False,17749
543,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,19.0,,,,,,5.0,,,,,,24.0,,,,16.0,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,26.0,,,,,,23.0,,,16.0,,,,19.0,,,,,,,,,,,,,,27.0,4.0,,,,,27.0,24.0,,,32.0,,,,,,,,,,,,,1.0,,,,1.0,,,,1,2,False,False,14993
544,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,31.0,,,,,12.0,,,,,27.0,,0.0,,21.0,,,,14.0,,16.0,,24.0,,16.0,,42.0,,,,,29.0,,,27.0,,,,,,,,,,,29.0,,,14.0,,19.0,,16.0,22.0,,,19.0,,,,,,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,20.0,,,,,,21.0,,,,,,15.0,,13.0,,41.0,,,1.0,,,,,,,,,,1.0,,,,0,5,False,False,27904
545,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,31.0,,,,,,12.0,,,27.0,,,0.0,21.0,,,,,14.0,,16.0,,24.0,,16.0,,42.0,,,,,,29.0,,27.0,,,,,,,,,,,,29.0,,14.0,,19.0,,16.0,,22.0,,19.0,,,,,,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,20.0,,,,,,21.0,,,,,15.0,,,13.0,,41.0,,,1.0,,,,,,,,,,1.0,,,,7,1,False,False,46626
546,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,31.0,,,,,,12.0,,,,27.0,0.0,,,21.0,,,14.0,,,16.0,,24.0,,16.0,,42.0,,,,,,29.0,,27.0,,,,,,,,,,,,29.0,,14.0,,19.0,,16.0,,22.0,,19.0,,,,,0.0,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,20.0,,,,,,21.0,,,,,,15.0,,13.0,,41.0,,,1.0,,,,,,,,,,1.0,,,,0,2,False,False,9263
547,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,31.0,,,,,,,12.0,,,,27.0,,0.0,,21.0,,,,14.0,,16.0,,24.0,,16.0,,42.0,,,,,,29.0,,27.0,,,,,,,,,,,,29.0,14.0,,19.0,,,16.0,,22.0,19.0,,,,,,,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,20.0,,,,,,21.0,,,,,,15.0,13.0,,,41.0,,,1.0,,,,,,,,,,1.0,,,,0,2,False,False,14649
548,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,31.0,,,,,,12.0,,,,27.0,,0.0,,21.0,,,,14.0,,16.0,,24.0,,16.0,42.0,,,,,,,29.0,,27.0,,,,,,,,,,,,29.0,,14.0,,19.0,,16.0,,22.0,,19.0,,,,,,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,20.0,,,,,,21.0,,,,,,15.0,,13.0,,41.0,,,1.0,,,,,,,,,,1.0,,,,4,5,False,False,5052
549,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,12.0,,,,27.0,,0.0,,21.0,,,,14.0,16.0,,24.0,,,16.0,,42.0,,,,,,29.0,,27.0,,,,,,,,,,,,29.0,,14.0,,19.0,16.0,,,22.0,,19.0,,,,,,0.0,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,20.0,,,,,,21.0,,,,,,15.0,,13.0,41.0,,,,1.0,,,,,,,,,,1.0,,,,3,1,False,False,11031
